latitude,longitude,dateTime,regionCode,universal_aqi,universal_aqi_category,dominant_pollutant,co,no2,o3,pm10,pm25,so2,health_general_population,health_elderly,health_lung_disease,health_heart_disease,health_athletes,health_pregnant_women,health_children,City
-6.932943,107.552543,2024-11-24T09:00:00Z,id,39,Low air quality,pm25,637.4,7.16,47.8,52.26,46.39,8.04,"Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, avoid intense activities outdoors. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Bandung
-6.859834,107.56035,2024-11-24T09:00:00Z,id,36,Low air quality,pm25,740.32,12.2,52.47,69.83,57.85,10.18,"Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Bandung
-6.892983,107.561416,2024-11-24T09:00:00Z,id,36,Low air quality,pm25,700.46,12.97,49.7,65.8,55.05,9.35,"Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, avoid intense activities outdoors. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Bandung
-6.891519,107.624607,2024-11-24T09:00:00Z,id,36,Low air quality,pm25,711.95,12.53,54.16,67.01,55.8,9.56,"Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Bandung
-6.881696,107.610116,2024-11-24T09:00:00Z,id,36,Low air quality,pm25,724.32,13.66,53.59,67.85,56.41,9.83,"Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Bandung
-6.845206,107.54383,2024-11-24T09:00:00Z,id,37,Low air quality,pm25,742.62,8.29,55.87,62.97,54.47,10.24,"Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Bandung
-6.810491,107.536904,2024-11-24T09:00:00Z,id,36,Low air quality,pm25,754.27,8.39,62.26,64.23,55.65,10.49,"Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Bandung
-6.815325,107.697956,2024-11-24T09:00:00Z,id,36,Low air quality,pm25,742.85,8.44,72.98,64.59,56.21,10.05,"Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Bandung
-6.843695,107.614112,2024-11-24T09:00:00Z,id,36,Low air quality,pm25,758.1,8.54,65.07,64.38,55.8,10.54,"Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Bandung
-6.839743,107.525187,2024-11-24T09:00:00Z,id,37,Low air quality,pm25,734.32,8.15,55.08,62.29,54.01,10.08,"Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Bandung
-6.901333,107.58917,2024-11-24T09:00:00Z,id,36,Low air quality,pm25,701.42,17.1,51.48,66.13,54.99,9.36,"Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Bandung
-6.999991,107.666033,2024-11-24T09:00:00Z,id,46,Moderate air quality,pm25,532.62,6.24,49.81,43.05,38.98,5.79,"If you start to feel respiratory discomfort such as coughing or breathing difficulties, consider reducing the intensity of your outdoor activities. Try to limit the time you spend near busy roads, construction sites, open fires and other sources of smoke.","Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Reduce the intensity of your outdoor activities. Keep relevant medication(s) available and consult a doctor with any questions. It is recommended to limit the time you are near busy roads, open fires and other sources of smoke. In addition, consider reducing the time you spend near industrial emission stacks. Staying indoors with an activated air filtration system would be best for your long term health.","Reduce the intensity of your outdoor activities. Keep relevant medication(s) available and consult a doctor with any questions. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. In addition, consider reducing the time you spend near industrial emission stacks. Staying indoors with an activated air filtration system would be best for your long term health.","Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. In addition, consider reducing the time you spend near industrial emission stacks. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Bandung
-6.831878,107.675914,2024-11-24T09:00:00Z,id,36,Low air quality,pm25,748.64,8.48,71.12,64.47,56.11,10.23,"Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Bandung
-6.919654,107.522067,2024-11-24T09:00:00Z,id,39,Low air quality,pm25,640.4,7.13,50.12,52.72,47.23,8.13,"Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, avoid intense activities outdoors. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Bandung
-6.836622,107.590457,2024-11-24T09:00:00Z,id,36,Low air quality,pm25,764.28,8.6,60.93,64.95,55.8,10.68,"Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Bandung
-6.830271,107.661189,2024-11-24T09:00:00Z,id,35,Low air quality,pm25,754.56,11.93,70.21,70.72,60.49,10.39,"Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Bandung
-6.897743,107.588605,2024-11-24T09:00:00Z,id,36,Low air quality,pm25,701.42,17.1,51.48,66.13,54.99,9.36,"Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Bandung
-6.831822,107.508559,2024-11-24T09:00:00Z,id,37,Low air quality,pm25,725.98,8,55.99,61.64,53.71,9.91,"Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors or postpone them to the early morning when ozone levels tend to be lower. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Bandung
-6.857627,107.52845,2024-11-24T09:00:00Z,id,37,Low air quality,pm25,720.17,8,48.9,60.84,52.48,9.78,"Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, avoid intense activities outdoors. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Bandung
-6.865298,107.54902,2024-11-24T09:00:00Z,id,36,Low air quality,pm25,729.92,13.06,49.44,69.75,57.01,9.97,"Reduce the intensity of your outdoor activities. It is recommended to limit the time you are near busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Keep relevant medication(s) available and consult a doctor with any questions. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","To keep you and your baby healthy, avoid intense activities outdoors. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.","Avoid intense activities outdoors. Stay away from busy roads, construction sites, open fires and other sources of smoke. Staying indoors with an activated air filtration system would be best for your long term health.",Bandung
