dateTime,latitude,longitude,uaqi,uaqi_category,uaqi_dominant_pollutant,idn_menlhk,idn_menlhk_category,idn_menlhk_dominant_pollutant,co,no2,o3,pm10,pm25,so2,health_general,health_elderly,health_lung_disease,health_heart_disease,health_athletes,health_pregnant,health_children
2024-11-24 01:17:06.627948,28.240376571954627,34.677118365726784,377,Hazardous,o3,94,Moderate,co,141.73,144.11,1.69,187.5,127.85,128.35,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 15:15:06.627960,-2.8309956289390072,-17.01427830137135,400,Hazardous,o3,5,Good,co,117.38,42.46,179.12,142.53,187.07,78.77,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 01:45:06.627974,-48.992463487845995,-165.6972966517911,374,Hazardous,pm10,262,Very Unhealthy,pm25,50.23,10.87,138.74,13.48,168.38,197.86,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 19:25:06.627984,-61.041915334483576,-147.10112731895728,208,Very Unhealthy,no2,138,Unhealthy for Sensitive Groups,pm25,51.57,182.21,179.93,163.8,21.04,29.44,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 20:16:06.627994,51.92045153079232,124.45721149516021,94,Moderate,o3,317,Hazardous,pm25,58.0,116.19,179.89,98.74,8.14,29.99,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-26 14:06:06.628004,-4.762363698287643,-17.61835760204545,318,Hazardous,co,49,Good,co,122.8,49.74,33.84,16.21,164.85,149.27,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 01:21:06.628016,-15.766877712628101,123.09048146973623,6,Good,no2,409,Hazardous,so2,1.73,190.22,78.28,14.9,2.0,28.66,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-22 18:48:06.628027,-3.0299280405190956,-36.562181351278525,318,Hazardous,so2,456,Hazardous,so2,165.25,102.17,146.31,144.65,85.53,35.05,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 05:58:06.628038,-12.728372990535988,-133.46696302030696,141,Unhealthy for Sensitive Groups,o3,220,Very Unhealthy,pm10,61.3,84.94,155.72,5.43,66.96,176.31,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 07:46:06.628048,36.36509392839007,-91.14681592846247,409,Hazardous,o3,189,Unhealthy,so2,14.36,97.75,25.55,43.28,14.69,85.98,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 00:34:06.628057,-73.38016395037371,-103.01291601394672,292,Very Unhealthy,pm25,91,Moderate,pm10,75.77,190.23,20.45,179.65,42.2,185.04,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 08:04:06.628067,13.260260608364632,16.007019438672216,70,Moderate,o3,269,Very Unhealthy,co,83.09,176.75,186.0,197.62,54.26,7.25,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-21 07:38:06.628081,43.69263486613471,152.03152044180393,253,Very Unhealthy,co,53,Moderate,pm25,181.71,135.17,105.5,35.01,45.15,192.5,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 13:08:06.628098,-19.687816168705723,-127.73134197476432,251,Very Unhealthy,pm10,34,Good,o3,159.33,192.05,187.18,118.84,168.97,180.02,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 05:45:06.628117,27.91711002711196,38.99500715278356,130,Unhealthy for Sensitive Groups,so2,427,Hazardous,no2,116.94,37.84,127.34,25.5,131.61,90.42,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 13:27:06.628127,-7.96235788137858,-37.73019401577699,419,Hazardous,pm10,235,Very Unhealthy,no2,163.08,1.56,149.49,185.51,67.5,16.08,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 14:12:06.628141,-75.23519197057459,-40.311014801174025,17,Good,pm10,430,Hazardous,o3,111.24,161.77,32.82,151.93,59.6,82.85,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-26 05:53:06.628151,-33.348456138104595,1.9995224506848217,196,Unhealthy,pm25,63,Moderate,pm10,44.96,26.69,33.7,17.94,80.17,157.96,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 21:15:06.628165,11.40832377495245,-6.799700909903265,402,Hazardous,co,19,Good,so2,181.85,110.66,47.46,88.42,22.3,170.43,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 10:04:06.628182,-45.33207061533466,-88.76296393436436,208,Very Unhealthy,pm10,381,Hazardous,so2,120.99,86.78,15.51,199.1,181.55,177.17,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 10:17:06.628198,10.919417502613328,118.04757884947418,7,Good,pm10,331,Hazardous,pm25,190.76,112.22,56.17,98.88,44.47,95.15,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-22 07:42:06.628208,12.887392075695558,-70.14968081405546,138,Unhealthy for Sensitive Groups,co,311,Hazardous,pm25,19.59,85.98,71.25,169.61,117.81,187.71,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 13:01:06.628219,9.181488892668298,-165.37730568833234,177,Unhealthy,pm25,387,Hazardous,no2,75.26,158.14,146.26,175.21,191.06,92.25,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 07:13:06.628229,-30.76186890219997,-28.8628782570363,203,Very Unhealthy,co,11,Good,co,188.02,105.89,160.83,147.59,49.72,133.65,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 01:16:06.628239,33.25465671329653,-17.289008885711553,469,Hazardous,co,190,Unhealthy,o3,46.56,129.05,67.64,29.63,149.55,8.04,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 07:54:06.628249,-12.878617816936526,-166.22605672499859,8,Good,so2,206,Very Unhealthy,pm25,154.6,9.12,84.11,101.03,124.43,14.72,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-23 11:33:06.628259,33.023559057846455,-154.21190615660595,75,Moderate,pm10,227,Very Unhealthy,pm10,13.16,144.97,21.07,88.95,102.66,141.83,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-20 19:37:06.628269,-76.78722630645768,104.88992570241612,93,Moderate,o3,128,Unhealthy for Sensitive Groups,co,67.81,32.15,76.08,54.83,43.74,174.67,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-23 07:21:06.628279,47.94074178523502,157.54731554207467,195,Unhealthy,pm10,499,Hazardous,co,138.47,22.77,92.25,20.54,64.56,123.47,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 09:40:06.628291,-41.59897794888739,63.08604916364558,376,Hazardous,so2,30,Good,pm10,184.0,179.91,8.08,5.92,89.86,99.35,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 08:16:06.628301,40.643310664779875,105.70140018654678,274,Very Unhealthy,pm25,198,Unhealthy,o3,9.04,181.03,174.08,22.24,197.92,35.51,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-20 17:30:06.628316,-45.71056897264769,-170.70139123607098,136,Unhealthy for Sensitive Groups,no2,164,Unhealthy,co,77.32,137.9,76.4,18.54,52.78,36.91,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 15:26:06.628326,33.60372170612294,41.37059026102369,46,Good,pm10,369,Hazardous,co,186.58,158.32,141.97,199.87,91.71,199.15,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-27 13:32:06.628338,-42.24722830000269,-64.88633967811079,443,Hazardous,pm25,68,Moderate,no2,82.12,105.59,32.73,61.01,139.23,77.02,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 05:39:06.628356,29.62369754137481,22.89376732045048,95,Moderate,so2,405,Hazardous,o3,149.56,138.65,105.06,157.61,135.51,5.16,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-26 08:03:06.628367,13.208110123222099,-26.688208899690693,272,Very Unhealthy,co,281,Very Unhealthy,co,173.04,86.96,47.68,13.46,160.91,129.53,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 09:13:06.628379,45.75758864102764,84.05077887461385,243,Very Unhealthy,pm10,325,Hazardous,pm25,118.85,2.54,82.0,175.44,197.56,25.67,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 00:05:06.628389,-14.869503202945694,73.851944759032,248,Very Unhealthy,co,494,Hazardous,pm10,51.82,103.08,190.26,38.97,97.98,162.25,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 21:58:06.628399,-43.136500052916354,34.115169477455254,225,Very Unhealthy,pm25,149,Unhealthy for Sensitive Groups,o3,25.67,109.87,43.5,82.64,134.39,130.12,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 01:56:06.628412,-13.5259419045382,-3.9357344181111955,190,Unhealthy,pm10,213,Very Unhealthy,o3,198.19,28.33,119.04,91.74,140.37,8.02,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 07:46:06.628429,18.96418787205107,0.6930883794429974,104,Unhealthy for Sensitive Groups,pm10,20,Good,pm25,68.72,115.35,7.62,115.49,48.58,87.31,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 02:17:06.628447,-72.7438145721309,-108.97636538256334,100,Moderate,so2,169,Unhealthy,so2,192.52,146.17,52.49,165.47,95.13,78.11,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-23 17:05:06.628472,-82.02658030694253,-10.419290597588713,350,Hazardous,co,474,Hazardous,pm10,187.64,37.6,179.87,119.24,79.21,36.79,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 19:13:06.628488,80.71957748059069,74.53346311367005,66,Moderate,no2,283,Very Unhealthy,co,17.94,87.91,134.01,8.22,174.13,149.78,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-26 00:19:06.628498,7.503265010940822,114.53882922382934,295,Very Unhealthy,so2,78,Moderate,o3,115.83,48.81,39.36,7.86,91.73,94.11,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 05:54:06.628508,28.14343282340687,-168.75676791021698,197,Unhealthy,so2,128,Unhealthy for Sensitive Groups,pm10,12.67,131.63,152.23,34.17,75.45,79.83,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 13:12:06.628523,15.321081240300856,119.2936787921492,12,Good,pm10,430,Hazardous,no2,189.27,23.25,67.44,62.34,191.01,102.21,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-26 08:09:06.628533,-65.70896744355551,-20.033845219457476,408,Hazardous,pm25,240,Very Unhealthy,co,3.92,180.17,164.6,169.71,64.69,9.47,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 22:43:06.628543,-19.49483026857004,-15.710048088592657,59,Moderate,pm10,250,Very Unhealthy,so2,106.29,146.43,156.42,98.13,168.86,49.46,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-22 14:23:06.628553,50.83950390671197,144.11821704442855,378,Hazardous,no2,108,Unhealthy for Sensitive Groups,o3,114.08,164.01,24.96,153.97,15.09,195.45,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 14:04:06.628563,63.1516548719151,57.75462932326664,275,Very Unhealthy,o3,479,Hazardous,so2,87.14,159.07,150.46,106.16,140.1,177.25,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 21:59:06.628574,-13.138505969743036,-38.38059592635341,414,Hazardous,co,450,Hazardous,no2,6.87,144.47,19.82,180.26,7.1,126.13,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-20 15:56:06.628596,33.34622247724292,-6.760116867279123,42,Good,pm25,245,Very Unhealthy,so2,120.05,153.77,186.49,78.48,108.99,101.57,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-21 00:44:06.628612,-72.60488428432033,-80.35066925401453,251,Very Unhealthy,no2,175,Unhealthy,no2,18.25,30.15,178.47,177.75,175.95,66.76,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 10:04:06.628629,74.18554255860258,-151.85606644754415,497,Hazardous,no2,221,Very Unhealthy,so2,7.88,156.41,83.65,64.51,111.86,1.97,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 03:21:06.628647,-75.1076525096967,-53.0143842009458,31,Good,no2,488,Hazardous,no2,82.87,95.62,132.08,94.84,188.23,143.31,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-22 23:12:06.628662,-73.29142360840919,-163.5002662318207,122,Unhealthy for Sensitive Groups,o3,120,Unhealthy for Sensitive Groups,co,104.08,148.88,116.01,123.76,91.55,147.48,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 14:01:06.628672,87.11308982215704,35.027332470871414,437,Hazardous,pm10,111,Unhealthy for Sensitive Groups,no2,166.15,77.49,78.47,199.71,5.15,176.05,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 15:07:06.628682,-28.14886483297103,-8.551236652127272,95,Moderate,no2,347,Hazardous,pm10,56.39,193.84,81.66,20.6,68.03,38.41,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-21 01:14:06.628701,23.446896805732138,-59.00803730451196,386,Hazardous,so2,390,Hazardous,o3,173.09,59.72,130.23,14.95,144.17,127.15,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 17:18:06.628715,-5.420967315671533,-51.058946722146885,418,Hazardous,pm10,205,Very Unhealthy,pm10,19.69,56.15,53.29,192.04,182.91,84.37,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 20:04:06.628736,-47.05818177867189,-148.09706088425594,82,Moderate,o3,279,Very Unhealthy,no2,99.72,106.71,142.69,141.71,4.67,109.69,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-25 08:47:06.628747,57.256081745644735,119.75583989889606,135,Unhealthy for Sensitive Groups,so2,204,Very Unhealthy,co,2.63,194.71,72.94,102.99,26.53,188.78,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 01:09:06.628761,51.71038440428666,66.64758505713684,23,Good,co,464,Hazardous,o3,97.74,173.1,149.14,184.62,42.01,161.08,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-26 22:59:06.628772,86.66690635200243,151.46743323021775,22,Good,pm10,466,Hazardous,pm25,112.52,76.17,143.9,191.12,166.33,102.92,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-22 11:41:06.628784,59.08084091180291,29.121216624225212,110,Unhealthy for Sensitive Groups,co,392,Hazardous,pm25,100.8,193.12,48.48,172.62,193.02,0.27,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 00:17:06.628794,-3.9054718874179173,31.012502061056807,367,Hazardous,pm25,75,Moderate,pm10,145.4,14.45,129.25,1.1,81.94,73.59,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 12:18:06.628810,58.81935591340468,21.50789580181734,120,Unhealthy for Sensitive Groups,o3,243,Very Unhealthy,pm25,78.96,44.04,154.74,174.07,62.94,11.49,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 14:02:06.628826,-18.508442075362026,-105.49348917181692,408,Hazardous,so2,311,Hazardous,pm25,114.53,87.79,135.52,169.54,67.24,148.22,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 23:26:06.628840,44.97389018353971,-12.327618185610874,347,Hazardous,no2,125,Unhealthy for Sensitive Groups,pm25,90.06,68.48,52.97,135.13,193.34,125.55,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 23:09:06.628852,50.989004803408534,-93.23828226662346,405,Hazardous,pm25,448,Hazardous,co,89.69,60.89,84.24,42.12,151.38,181.26,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 19:33:06.628862,-25.24935371321031,97.64809725389807,123,Unhealthy for Sensitive Groups,co,50,Good,pm10,118.28,43.85,16.31,159.68,90.17,145.11,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 08:14:06.628872,-44.465573576519674,138.17529017797426,180,Unhealthy,o3,279,Very Unhealthy,so2,145.66,132.38,196.6,86.84,105.17,186.43,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 14:39:06.628882,-5.432314937616354,87.43965190542855,111,Unhealthy for Sensitive Groups,so2,425,Hazardous,co,154.58,81.56,108.39,140.13,2.0,8.78,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 02:05:06.628894,47.838272390399595,6.849468642645434,200,Unhealthy,co,294,Very Unhealthy,no2,83.61,176.51,148.93,3.47,109.66,131.34,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 04:03:06.628909,51.73406629220102,-54.494340423984966,442,Hazardous,so2,391,Hazardous,o3,2.08,89.52,60.19,138.22,179.87,170.63,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 14:32:06.628919,-38.65447638480797,-128.22004938586807,201,Very Unhealthy,so2,302,Hazardous,no2,175.17,37.48,38.65,60.07,38.5,173.55,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
